,sentence,sentiment,disgust,shame,sadness,anger,fear,joy,guilt,disgust_2,shame_2,sadness_2,anger_2,fear_2,joy_2,guilt_2
168,"I had a summer job in Sweden, and my boyfriend came to meet me on á
my birthday.",joy,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,"I went to practice in Sweden during summer, and I was afraid that á
I would not do well.",fear,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,"In the holiday cottage of our association, two of my pals came to á
wake me up early one morning by bringing a radio played at the á
highest volume into my room - it was the morning service at its á
loudest.",anger,0,0,0,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,My grandmother died suddenly last summer.,sadness,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,"My superior at the summer job swindled customers as much as he á
could, and once put me in a difficult situation after which I á
could not but detest him.",disgust,1,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
173,"Once I arrived two hours late to my work place (a bank) and I was á
still feeling feeble and tired.",shame,1,0,3,1,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
174,"Our association had Polish visitors and when they were going back á
by boat I did not go to see them off (I am the chairman of the á
association).",guilt,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,"I was told quite unexpectedly that one wanted me to become the á
vice-chairman of our student organisation.  I was really á
surprised and joy was the first emotion I felt, though behind it á
there was worry - how shall I succeed ?",joy,0,0,1,0,1,2,0,0.0,0.0,0.0,0.1076923076923077,0.8,0.09230769230769231,0.0
176,"Our tutorial group was soon to be divided, and we got a list of á
names of freshmen, out of which five were to be in my group.  We á
read the names and then each group went its own way to a seminar á
room.  I wondered how I would cope with the new situation and if á
I would succeed as a group leader.",fear,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,"We were in a disco and the evening was not at all pleasant.  á
Despite my not knowing why, I was angry with my companion.  I let á
him feel my bad humour as I cannot hide my feelings.",anger,2,0,1,2,2,2,0,0.5405405405405406,0.0,0.4594594594594595,0.0,0.0,0.0,0.0
178,"My grandmother died, and my mother called me one sunday morning á
in the Autumn.  The way my mother told me about it, I hated her á
at that moment.  She sounded as if she had been waiting for the á
death of my grandmother.  I had lost a person close to me.  I á
felt guilty too as I had been bad to my grandmother of late.  I had not á
remained calm when she no longer understood everything so well.",sadness,2,0,7,3,2,2,0,0.5405405405405406,0.0,0.4594594594594595,0.0,0.0,0.0,0.0
179,"At the underground station, a drunkard came to speak to me.  He á
tried to ask me something but I did not answer so he began to á
speak about me with his companion.  I detested this dirty á
growling man.",disgust,2,0,0,1,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
180,"I was worried by a task related to my studies which had to be á
done in groups of two.  I was talking about it to my friends when á
I said something negative, in too abrupt a manner, concerning my á
work partner.  I did not quite mean what I said and I felt á
ashamed at having been mean enough to criticize him as he is also á
a friend of mine.",shame,2,0,4,1,1,1,0,0.5333333333333333,0.0,0.4666666666666667,0.0,0.0,0.0,0.0
181,"I had told my boyfriend that I did not want to go on with our á
relationship.  I knew that I was important to him but I wanted to á
be free.  I saw that this was difficult for him but I remained á
firm and did not change my mind.",guilt,0,0,0,0,2,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
182,"Last night I had a chat with a fellow student.  I had known her á
for about half a year, and for the first time we were speaking á
""the same language""- meaning an inspiring discussion and á
encounter.",joy,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,"[ I sometimes quarrel with my mother because she blames me, á
though I have not in any way been connected to some events.]",anger,0,0,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,"After hearing about the death of my grandfather.  First I could á
not believe it, but later I wept and felt the situation was á
hopeless.  I felt lonely and wanted to be consolated.",sadness,2,0,3,2,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,"In the evening, while I was watching TV, my little brother came á
in and started eating food he had brought from the kitchen while á
I was trying to concentrate on the program.",disgust,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
186,"My little brother was arrested by the police at the railway station after á
he had drunk some beer.",shame,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,"At my temporary job, I have to restrict  others' actions and make á
them obey me, and this very often gives me  a feeling of guilt.  I á
wish there could be some other way of acting.",guilt,2,0,3,1,2,1,0,0.0,0.76,0.0,0.0,0.24,0.0,0.0
188,"I met a dear friend of mine after a long time.  I expressed my feelings á
in our own usual way, by mutual scolding and abusing (with á
complete understanding) and by touching, patting and taking the á
hand of the other person, etc...",joy,0,0,0,1,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
189,"I felt fear of the purest kind after a car accident.  The á
incident and images of horror kept coming back to my mind.  I á
wondered what could have happened to my sister, my friend and me, á
though nothing very serious actually happened.",fear,1,0,2,2,3,2,0,0.0,0.0,0.41935483870967744,0.0,0.5806451612903226,0.0,0.0
190,"Two boys whom I know were telling me, in an indecent manner, how á
they had teased a young and shy girl I know.  They had despised á
her conviction, scorned and touched her.  I got very angry and á
did not try to conceal it and gave it back to them.",anger,2,0,1,1,0,1,0,0.5625,0.0,0.0,0.0,0.4375,0.0,0.0
191,"My sweetheart left me, or rather we decided to break it off by á
mutual consent.  The consequences were - unrestrained weeping, á
feelings of loneliness, hopelessness and disconsolation.  I felt á
that I should find a friend, to talk to joyfully and to forget.",sadness,1,0,4,1,2,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
192,"Out of sheer curiosity, I went to see a pornographic movie in á
Copenhagen.  The room was full of men, who panted and á
masturbated.  Very disgusting.",disgust,1,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
193,"After having quarelled unnecessarily and without any reason, and á
having been stupidly cross in every way.",shame,0,0,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,[ Do not know.],shame,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,Forced to fill in a questionnaire.,guilt,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,When I won a tennis match.,joy,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,When my dog ran out on thin ice last spring.,fear,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,"When my tennis match was interrupted because a kid cycled right á
into the court.",anger,0,0,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,[ No response.],sadness,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,[ No response.],disgust,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,[ No response.],shame,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,[ No response.],guilt,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,"Celebrations on the graduation day with the orchestra playing in á
the garden ( I am a part of this orchestra).",joy,0,0,2,2,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,Risk of being involved in a fight after a party.,fear,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
205,"I had a very heavy work load and two colleagues, whom I have á
nothing against, disturbed me by ""terror ringing"", i.e á
continously interrupting me by telephoning.",anger,0,0,1,1,1,0,0,0.0,0.0,0.35714285714285715,0.0,0.6428571428571429,0.0,0.0
206,After an exam which I failed.,sadness,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,[ Normally I do not feel disgusted.],disgust,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,"When I overtook a car on the mainroad, misjudging the distance of á
an oncoming car and this resulted in tooting and flashing from á
the other driver (we could have collided), and I had an á
acquaintance in the car with me.",shame,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,"I saw a neighbour, from the same appartment block as me, lying    á
on the road.  He could have been injured or ill.  I kept 20 á
metres away and did not go to help him.",guilt,2,0,2,2,2,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
210,"When I met an old schhol friend (school love) who works in á
Sk+vde.",joy,0,0,0,0,0,2,0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
211,"When I was cycling to school, I nearly got knocked down by a car á
which (overtook me too closely) did not give me any swerving space.",fear,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
212,"When I was deputy manager during the Summer, certain deputies á
took liberties, more than what was normal.",anger,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,"When I realized that my girlfriend, whom I like, and I were going á
to separate.",sadness,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,Dog dirt which thaws in the spring.,disgust,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,When I forgot my mother's birthday.,shame,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,[ Can not think of anything just now.],guilt,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,Passed the last exam.,joy,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,Was nearly knocked down by a car.,fear,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
219,"I reached the bus stop and realized that I had forgotten my bus á
pass.",anger,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,"My current work load is too much.  The feeling comes back from á
time to time.",sadness,1,0,1,1,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
221,[ Can not think of any situation.],disgust,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,[ No response.],shame,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,[ No response.],guilt,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,When my one year old son gives me a spontaneous kiss.,joy,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,When someone close to me is travelling by car and is delayed.,fear,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,When someone does something wrong which affects me negatively.,anger,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
227,When I think about my parents getting old.,sadness,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,[ Can not remember.],disgust,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,[ No response.],shame,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,"I do not have the time for other people's problems.  My á
mother-in-law is sometimes depressed and I do not have the time, á
the desire or the strength to help.",guilt,0,0,1,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
231,"An ex-colleague asked me if I was interested in working in their á
accounts bureau.  They needed ""clever people"" and he had á
""immediately thought of me.""",joy,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,"I was driving and a deer suddenly appeared in front of the á
car when there was a lot of traffic behind me.",fear,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,I saw a report on T.V news on apartheid in South Africa. ,anger,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,[ No response.],sadness,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,[ No response.],disgust,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,[ No response.],shame,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,[ No response.],guilt,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,When my girlfriend became pregnant.,joy,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,When I nearly collided with another car.,fear,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,The time when someone let the air out of the tyres of my cycle.,anger,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,When I read a lot and did not remember anything.,sadness,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,[ No response.],disgust,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,[ No response.],shame,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,The time that I had to put my dog to sleep.,guilt,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,[ No response.],joy,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,[ No response.],fear,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,[ No response.],anger,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,Long illness.,sadness,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,When I passed an exam.,joy,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,"When I was travelling by tram, I tripped and fell against the á
door.  I thought that I was going to fall out.",fear,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,When I missed the tram after having run for it.,anger,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,The inability to read a book at college.,sadness,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,If a guy one is not interested in makes advances.,disgust,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,I drink wine too often.,shame,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,I do not study enough as I do not understand it properly.,guilt,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,"I worked at a lawyer's office during Summer and I got a very á
good reference from him.",joy,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,"I had been watching a triller a dark night in the country and I á
had to go the outside toilet on my own. ",fear,1,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
258,"When I am accused of something I have not done, I get unbelievably á
angry.",anger,1,0,0,2,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
259,"When I began to read a thick book, which I had a limited time to á
read.  Also when I have a lot of work to do and I cannot keep up.",sadness,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,Someone vomited on the street.,disgust,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,"I can not think of any incident when I have felt very ashamed.  á
There are small incidents that I am ashamed of, for instance, á
not sending money to the children in Ethiopia.",shame,2,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
262,"I had lunch with my ex-boyfriend and did not mention it to my á
fiancee.  I felt guilty despite the fact that I felt nothing for á
my ex-boyfriend.",guilt,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,When I was finally qualified for my profession.,joy,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,Someone attacked me with a knife.,fear,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,Someone drove into my car and then denied that it had happened.,anger,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,When I was told that my friend's wife had cancer.,sadness,1,0,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,When I saw a dog which had been knocked down by a car.,disgust,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
268,When I boxed my child's ears.,shame,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,When I was fined for speeding.,guilt,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,I stopped working (had a boring job).,joy,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,"I was going home by car late one night when it was cold, dark and á
windy.  I became rather panicky on the way to my house.",fear,0,0,2,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
272,Quarrel in the family.,anger,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,"When I am alone in a room with no contact with anyone - á
loneliness drains me.",sadness,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,When I was on holiday someone vomited in front of me.,disgust,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,Emptied a bucket of water in a hospital.,shame,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,When I feigned sick leave from work.,guilt,1,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,When I get a hug from someone I love.,joy,0,0,0,0,0,2,0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0
278,"I was driving very fast on a small road and I met an oncoming car á
in a right handed bend.  The other driver was on his own side of á
the road and I had to skid out of it to avoid a collision.  It á
was dark.",fear,0,0,2,2,2,0,0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0
279,"My car had been towed away by the traffic police because it had á
been wrongly parked.  However the sign had been put up only after á
I had already parked.",anger,0,0,1,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,After an operation I had to stay in bed for a long time.,sadness,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,"I was forced to stay in the canteen and eat the food that I had á
not asked for but got it anyway.",disgust,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,When I did not buy what I had promised to.,shame,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,"By mistake I took a book from the library which was not supposed á
to be loaned out.",guilt,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,When I won an unexpected sum of money.,joy,0,0,0,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,"My 2 year old daughter disappeared in a moment of inattention; I á
was responsible for her.",fear,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
286,"A colleague asked me for some advice and as he did not have á
enough confidence in me he asked a third person.",anger,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,"I wanted to be pregnant and did not succeed, so I was depressed    á
at every menstruation.",sadness,0,0,1,1,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
288,"In a warm bus full of people, someone vomited and the whole bus á
stank.",disgust,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,"I complained about a colleague's behaviour as she goes back on á
her word, is often absent and is irresponsible.  I found out that á
she was an alcoholic and was trying to fight againt her á
addiction.",shame,0,0,1,1,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
290,"I spoke to my mother on the phone.  She had skin cancer and was á
waiting to be operated.  I forgot to ask her the date of the á
operation and just before finishing our conversation she gave me á
the date in passing. ",guilt,1,0,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,"When I was at a party I met an old friend from an adult á
education course.  We had not met for 2 years but had both thought á
a lot about each other.  A wonderful experience.á
",joy,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,"When I was cycling through the park late one night, two people á
jumped out of the woods and tried to stop me.  There were á
shouting something at the same time.",fear,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
